Samples,Test,Units,Score,SD,Model,Multiplier,socket,foundry,process_size,transistors,die_size,package,market,production_status,release_date,launch_price,part#,frequency,turbo_clock,base_clock,multiplier,multiplier_unlocked,tdp,codename,generation,memory_support,rated_speed,memory_bus,memory_bandwidth,ecc_memory,pci-express,#_of_cores,#_of_threads,smp_#_cpus,integrated_graphics,cache_l1,cache_l2,cache_l3
10.0,pybench,Milliseconds (Average),1442,186,Intel Core i7-5820K,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,,Desktop,End-of-life,"Sep 1st, 2014",,SR20S,3.3 GHz,up to 3.6 GHz,100 MHz,33.0x,Yes,140 W,Haswell-E,Core i7  (Haswell-E),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,No,"Gen 3, 28 Lanes (CPU only)",6.0,12.0,1.0,,64 KB (per core),256 KB (per core),15 MB (shared)
9.0,pybench,Milliseconds (Average),1449,144,Intel Core i7-3770K,1,Intel Socket 1155,Intel,22 nm,"1,400 million",160 mm²,FC-LGA12C,Desktop,End-of-life,"Apr 29th, 2012",$313,SR0PL,3.5 GHz,up to 3.9 GHz,100 MHz,35.0x,Yes,77 W,Ivy Bridge,Core i7  (Ivy Bridge),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4000,64 KB (per core),256 KB (per core),8 MB (shared)
5.0,pybench,Milliseconds (Average),1461,166,Intel Core i5-4300M,1,Intel Socket G3,Intel,22 nm,"1,400 million",118 mm²,FC-PGA946,Mobile,unknown,"Sep 1st, 2013",,unknown,2.6 GHz,up to 3.6 GHz,100 MHz,26.0x,No,37 W,Haswell,Core i5  (Haswell),DDR3,,,,No,,2,4,1,Intel HD 5000,64 KB (per core),256 KB (per core),3 MB (shared)
18.0,pybench,Milliseconds (Average),1471,4,Intel Core i5-4430,1,Intel Socket 1150,Intel,22 nm,"1,400 million",177 mm²,FC-LGA12C,Desktop,unknown,"Jun 2nd, 2013",,SR14G,3 GHz,up to 3.2 GHz,100 MHz,30.0x,No,84 W,Haswell,Core i5  (Haswell),DDR3,,Dual-channel,,No,Gen 3,4,4,1,Intel HD 4600,64 KB (per core),256 KB (per core),6 MB (shared)
7.0,pybench,Milliseconds (Average),1476,102,Intel Xeon Gold 6130,2,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,SRKHM CD8068904572101,2000 MHz,up to 3.1 GHz,100 MHz,20.0x,No,205 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",28.0,56.0,2.0,,64 KB (per core),1 MB (per core),42 MB (shared)
13.0,pybench,Milliseconds (Average),1477,167,Intel Core i5-7200U,1,Intel BGA 1168,Intel,22 nm,"1,400 million",118 mm²,FC-BGA1168,Mobile,unknown,"Jun 4th, 2013",,SR170,1600 MHz,up to 2.6 GHz,100 MHz,16.0x,No,15 W,Haswell,Core i5  (Haswell),DDR3,,,,No,,2,4,1,Intel HD 4400,64 KB (per core),256 KB (per core),3 MB (shared)
5.0,pybench,Milliseconds (Average),1494,16,Intel Xeon Gold 6142,2,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.8 GHz,up to 3.5 GHz,100 MHz,28.0x,No,230 W,Ice Lake-SP,Xeon Gold  (Ice Lake-SP),DDR4,3200 MT/s,Eight-channel,204.8 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",24.0,48.0,2.0,,64 KB (per core),1 MB (per core),36 MB (shared)
4.0,pybench,Milliseconds (Average),1494,3,Intel Xeon W-2123,1,Intel Socket 2066,Intel,14 nm,,484 mm²,FC-LGA2066,Server/Workstation,End-of-life,"Aug 29th, 2017",$294,SR3LJ,3.6 GHz,up to 3.9 GHz,100 MHz,36.0x,No,120 W,Skylake-W,Xeon W  (Skylake-W),DDR4,2666 MT/s,Quad-channel,85.3 GB/s,Yes,"Gen 3, 48 Lanes (CPU only)",4.0,8.0,1.0,,64 KB (per core),1 MB (per core),8.25 MB (shared)
4.0,pybench,Milliseconds (Average),1501,22,Intel Core i5-2500S,1,Intel Socket 1155,Intel,32 nm,"1,160 million",216 mm²,FC-LGA10,Desktop,End-of-life,"Jan 9th, 2011",,SR009,2.7 GHz,up to 3.7 GHz,100 MHz,27.0x,No,65 W,Sandy Bridge,Core i5  (Sandy Bridge),DDR3,,Dual-channel,,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,Intel HD 2000,64 KB (per core),256 KB (per core),6 MB (shared)
7.0,pybench,Milliseconds (Average),1503,58,Intel Core i5-6260U,1,Intel Socket 1700,Intel,10 nm,,163 mm²,FC-LGA16A,Desktop,Active,Jan 2022,$233,SRL5T,3.3 GHz,up to 4.8 GHz,100 MHz,33.0x,No,65 W,Alder Lake-S,Core i5  (Alder Lake-S),"DDR4, DDR5",,Dual-channel,,No,"Gen 5, 16 Lanes (CPU only)",6,12,1,UHD Graphics 770,80 KB (per core),1.25 MB (per core),18 MB (shared)
6.0,pybench,Milliseconds (Average),1520,120,Intel Core i5-6200U,1,Intel BGA 1168,Intel,22 nm,"1,400 million",118 mm²,FC-BGA1168,Mobile,unknown,"Jun 4th, 2013",,SR170,1600 MHz,up to 2.6 GHz,100 MHz,16.0x,No,15 W,Haswell,Core i5  (Haswell),DDR3,,,,No,,2,4,1,Intel HD 4400,64 KB (per core),256 KB (per core),3 MB (shared)
9.0,pybench,Milliseconds (Average),1529,77,Intel Core i3-8100T,1,Intel Socket 1151,Intel,14 nm,,126 mm²,FC-LGA14C,Desktop,End-of-life,"Apr 2nd, 2018",$117,SR3Y8,3.1 GHz,,100 MHz,31.0x,No,35 W,Coffee Lake,Core i3  (Coffee Lake),DDR4,2400 MT/s,Dual-channel,38.4 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",4,4,1,UHD Graphics 630,64 KB (per core),256 KB (per core),6 MB (shared)
35.0,pybench,Milliseconds (Average),1535,178,AMD Ryzen 7 1700 Eight-Core,1,AMD Socket AM4,GlobalFoundries,14 nm,"4,800 million",213 mm²,µOPGA-1331,Desktop,Active,"Mar 2nd, 2017",$329,YD1700BBAEBOX,3 GHz,up to 3.7 GHz,100 MHz,30.0x,Yes,65 W,Zen,Ryzen 7  (Zen (Summit Ridge)),DDR4,2666 MT/s,Dual-channel,42.7 GB/s,Yes,"Gen 3, 16 Lanes (CPU only)",8.0,16.0,1.0,,96 KB (per core),512 KB (per core),16 MB (shared)
8.0,pybench,Milliseconds (Average),1544,194,Intel Core i7-4600U,1,Intel BGA 1168,Intel,22 nm,"1,300 million",118 mm²,FC-BGA1168,Mobile,unknown,"Sep 1st, 2013",,unknown,2.1 GHz,up to 3.3 GHz,100 MHz,21.0x,No,15 W,Haswell-ULT,Core i7  (Haswell),DDR3,,,,No,,2,4,1,Intel HD 5000,64 KB (per core),256 KB (per core),4 MB (shared)
30.0,pybench,Milliseconds (Average),1565,172,AMD Ryzen Threadripper 1950X,1,AMD Socket SP3r2,GlobalFoundries,14 nm,"9,600 million",2x 213 mm²,sTR4,Desktop,Active,"Aug 10th, 2017",$999,YD195XA8UGAAE,3.4 GHz,up to 4 GHz,100 MHz,34.0x,Yes,180 W,Zen,Ryzen Threadripper  (Zen (Whitehaven)),DDR4,2666 MT/s,Quad-channel,85.3 GB/s,No,,16.0,32.0,1.0,,96 KB (per core),512 KB (per core),32 MB
47.0,pybench,Milliseconds (Average),1589,214,AMD EPYC 7601,2,AMD Socket SP3,GlobalFoundries,14 nm,"4,800 million",213 mm²,FCLGA-4094,Server/Workstation,Active,"Jun 29th, 2017",,PS7601BDVIHAF,2.2 GHz,up to 3.2 GHz,100 MHz,22.0x,Yes,180 W,Naples,EPYC  (Zen (Naples)),DDR4,2666 MT/s,Eight-channel,170.6 GB/s,Yes,Gen 3,32.0,64.0,2.0,,96 KB (per core),512 KB (per core),64 MB (shared)
6.0,pybench,Milliseconds (Average),1613,187,Intel Core i7-4558U,1,Intel BGA 1168,Intel,22 nm,"1,300 million",118 mm²,FC-BGA1168,Mobile,unknown,"Jun 4th, 2013",,SR188,2.8 GHz,up to 3.3 GHz,100 MHz,28.0x,No,28 W,Haswell-ULT,Core i7  (Haswell),DDR3,,,,No,,2,4,1,Intel HD 5100,64 KB (per core),256 KB (per core),4 MB (shared)
5.0,pybench,Milliseconds (Average),1622,58,AMD EPYC 7251,1,AMD Socket SP3,GlobalFoundries,14 nm,"4,800 million",213 mm²,FCLGA-4094,Server/Workstation,Active,"Jun 29th, 2017",,PS7251BFV8SAF PS7251BFAFWOF,2.1 GHz,up to 2.9 GHz,100 MHz,21.0x,Yes,120 W,Naples,EPYC  (Zen (Naples)),DDR4,2400 MT/s,Eight-channel,153.6 GB/s,Yes,Gen 3,8.0,16.0,2.0,,96 KB (per core),512 KB (per core),32 MB (shared)
20.0,pybench,Milliseconds (Average),1634,200,Intel Core i7-5960X,1,Intel Socket 2011-3,Intel,22 nm,"2,600 million",356 mm²,,Desktop,End-of-life,"Sep 1st, 2014",,SR20Q,3 GHz,up to 3.5 GHz,100 MHz,30.0x,Yes,140 W,Haswell-E,Core i7 Extreme  (Haswell-E),DDR4,2133 MT/s,Quad-channel,68.3 GB/s,No,"Gen 3, 40 Lanes (CPU only)",8.0,16.0,1.0,,64 KB (per core),256 KB (per core),20 MB (shared)
24.0,pybench,Milliseconds (Average),1658,179,Intel Core i7-2700K,1,Intel Socket 1155,Intel,32 nm,"1,160 million",216 mm²,FC-LGA10,Desktop,End-of-life,"Oct 24th, 2011",$332,SR0DG,3.5 GHz,up to 3.9 GHz,100 MHz,35.0x,Yes,95 W,Sandy Bridge,Core i7  (Sandy Bridge),DDR3,1333 MT/s,Dual-channel,21.3 GB/s,No,"Gen 2, 16 Lanes (CPU only)",4,8,1,Intel HD 3000,64 KB (per core),256 KB (per core),8 MB (shared)
14.0,pybench,Milliseconds (Average),1665,196,Intel Core i7-5600U,1,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,Mobile,End-of-life,"Mar 1st, 2015",$393,SR23V,2.6 GHz,up to 3.2 GHz,100 MHz,26.0x,No,15 W,Broadwell-U,Core i7  (Broadwell-U),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 2, 12 Lanes (CPU only)",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),4 MB (shared)
7.0,pybench,Milliseconds (Average),1715,173,Intel Core m3-7Y30,1,Intel BGA 1515,Intel,14 nm,,,FC-BGA1515,Mobile,End-of-life,"Sep 1st, 2015",$281,SR2EN,900 MHz,up to 2.2 GHz,100 MHz,9.0x,No,5 W,Skylake-Y,Core m3  (Skylake-Y),DDR3,1866 MT/s,Dual-channel,29.9 GB/s,No,"Gen 3, 10 Lanes (CPU only)",2,4,1,Intel HD 515,64 KB (per core),256 KB (per core),4 MB (shared)
5.0,pybench,Milliseconds (Average),1719,30,Intel Core i3-2120,1,Intel Socket 1155,Intel,32 nm,504 million,131 mm²,FC-LGA10,Desktop,End-of-life,"Feb 20th, 2011",$138,SR05Y,3.3 GHz,,100 MHz,33.0x,No,65 W,Sandy Bridge,Core i3  (Sandy Bridge),DDR3,1333 MT/s,Dual-channel,21.3 GB/s,No,"Gen 2, 16 Lanes (CPU only)",2,4,1,Intel HD 2000,64 KB (per core),256 KB (per core),3 MB (shared)
4.0,pybench,Milliseconds (Average),1729,204,Intel Core i7-3770,1,Intel Socket 1155,Intel,22 nm,"1,400 million",160 mm²,FC-LGA12C,Desktop,End-of-life,"Apr 29th, 2012",$278,SR0PK,3.4 GHz,up to 3.9 GHz,100 MHz,34.0x,No,77 W,Ivy Bridge,Core i7  (Ivy Bridge),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4000,64 KB (per core),256 KB (per core),8 MB (shared)
6.0,pybench,Milliseconds (Average),1729,214,Intel Core i5-5300U,1,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,Mobile,End-of-life,"Mar 1st, 2015",$315,SR23X,2.3 GHz,up to 2.9 GHz,100 MHz,23.0x,No,15 W,Broadwell-U,Core i5  (Broadwell-U),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 2, 12 Lanes (CPU only)",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared)
5.0,pybench,Milliseconds (Average),1743,124,Intel Core i5-5200U,1,Intel BGA 1168,Intel,14 nm,"1,300 million",82 mm²,FC-BGA14F,Mobile,End-of-life,"Mar 1st, 2015",$281,SR23Y,2.2 GHz,up to 2.7 GHz,100 MHz,22.0x,No,15 W,Broadwell-U,Core i5  (Broadwell-U),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 2, 12 Lanes (CPU only)",2,4,1,Intel HD 5500,64 KB (per core),256 KB (per core),3 MB (shared)
5.0,pybench,Milliseconds (Average),1773,167,Intel Core i7-2600,1,Intel Socket 1155,Intel,32 nm,"1,160 million",216 mm²,FC-LGA10,Desktop,End-of-life,"Jan 9th, 2011",,SR00B,3.4 GHz,up to 3.8 GHz,100 MHz,34.0x,No,95 W,Sandy Bridge,Core i7  (Sandy Bridge),DDR3,,Dual-channel,,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 2000,64 KB (per core),256 KB (per core),8 MB (shared)
5.0,pybench,Milliseconds (Average),1774,70,Intel Core i5-3427U,1,Intel BGA 1023,Intel,22 nm,,118 mm²,FC-BGA12F,Mobile,unknown,"Jun 1st, 2012",,SR0N7,1800 MHz,up to 2.8 GHz,100 MHz,18.0x,No,17 W,Ivy Bridge,Core i5  (Ivy Bridge),unknown,,Dual-channel,,No,,2,4,1,Intel HD 4000,64 KB (per core),256 KB (per core),3 MB (shared)
6.0,pybench,Milliseconds (Average),1813,78,AMD A10-7850K APU,1,AMD Socket FM2+,GlobalFoundries,28 nm,"2,411 million",245 mm²,µPGA,Desktop,End-of-life,"Jan 14th, 2014",,AD785KXBI44JA AD785KXBJABOX,3.7 GHz,up to 4 GHz,100 MHz,37.0x,Yes,95 W,Kaveri,A10  (Kaveri),DDR3,,,,No,"Gen 3, 16 Lanes (CPU only)",4,4,1,Radeon R7,256 KB,4 MB,
5.0,pybench,Milliseconds (Average),1830,78,AMD FX-6300 Six-Core,1,AMD Socket AM3+,GlobalFoundries,32 nm,"1,200 million",315 mm²,µPGA,Desktop,End-of-life,"Oct 23rd, 2012",$132,FD6300WMHKBOX,3.5 GHz,up to 4.1 GHz,200 MHz,17.5x,Yes,95 W,Vishera,FX  (Vishera),DDR3,1866 MT/s,Dual-channel,29.9 GB/s,No,Gen 2,6,6,1,On certain motherboards (Chipset feature),288 KB,6 MB,8 MB (shared)
5.0,pybench,Milliseconds (Average),1861,215,Intel Core i5-4210U,1,Intel BGA 1168,Intel,22 nm,"1,400 million",118 mm²,FC-BGA1168,Mobile,unknown,"Apr 14th, 2014",,SR1EF,1700 MHz,up to 2.7 GHz,100 MHz,17.0x,No,15 W,Haswell,Core i5  (Haswell),DDR3,,,,No,,2,4,1,Intel HD 4400,64 KB (per core),256 KB (per core),3 MB (shared)
4.0,pybench,Milliseconds (Average),1886,196,Intel Core i5-4278U,1,Intel BGA 1168,Intel,22 nm,"1,400 million",118 mm²,FC-BGA1168,Mobile,unknown,"Jun 4th, 2013",,SR18A,2.4 GHz,up to 2.9 GHz,100 MHz,24.0x,No,28 W,Haswell,Core i5  (Haswell),DDR3,,,,No,,2,4,1,Intel HD 5100,64 KB (per core),256 KB (per core),3 MB (shared)
8.0,pybench,Milliseconds (Average),1909,145,Intel Core i5,1,Intel BGA 1440,Intel,14 nm,,,FC-BGA1440,Mobile,Active,"Sep 17th, 2020",,SRK3X,2.4 GHz,up to 4.1 GHz,100 MHz,24.0x,No,45 W,Comet Lake-H,Core i5  (Comet Lake-H),"DDR3, DDR4",2933 MT/s,Dual-channel,46.9 GB/s,No,Gen 3,4,8,1,UHD Graphics,64 KB (per core),256 KB (per core),6 MB (shared)
4.0,pybench,Milliseconds (Average),1935,9,AMD FX-8150 Eight-Core,1,AMD Socket AM3+,,32 nm,"1,200 million",315 mm²,µPGA,Desktop,End-of-life,"Oct 12th, 2011",,FD8150FRGUBOX FD8150FRW8KGU,3.6 GHz,up to 4.2 GHz,200 MHz,18.0x,Yes,125 W,Zambezi,FX  (Zambezi),DDR3,,Dual-channel,,No,Gen 2,8,8,1,On certain motherboards (Chipset feature),384 KB,8 MB,8 MB (shared)
4.0,pybench,Milliseconds (Average),1959,199,Intel Xeon Silver 4214,2,Intel Socket 4189,Intel,10 nm,,,FC-LGA4189,Server/Workstation,Active,"Apr 6th, 2021",,unknown,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,135 W,Ice Lake-SP,Xeon Silver  (Ice Lake-SP),DDR4,2667 MT/s,Eight-channel,170.7 GB/s,Yes,"Gen 4, 64 Lanes (CPU only)",16.0,32.0,2.0,,64 KB (per core),1 MB (per core),24 MB (shared)
13.0,pybench,Milliseconds (Average),2054,244,Intel Core i7 990X,1,Intel Socket 1366,Intel,32 nm,"1,170 million",239 mm²,FC-LGA10,Desktop,End-of-life,"Feb 24th, 2011",,SLBVZ,3.466 GHz,up to 3.733 GHz,133 MHz,26.0x,Yes,130 W,Gulftown,Core i7 Extreme  (Gulftown),DDR3,,Triple-channel,,No,Gen 2,6.0,12.0,1.0,,64 KB (per core),256 KB (per core),12 MB (shared)
5.0,pybench,Milliseconds (Average),2058,142,Intel Core i5-2410M,1,Intel Socket G2 (988B),Intel,32 nm,624 million,149 mm²,rPGA,Mobile,End-of-life,"Feb 1st, 2011",,SR04B,2.3 GHz,,100 MHz,23.0x,No,35 W,Sandy Bridge,Core i5  (Sandy Bridge),DDR3,,Dual-channel,,No,,2,4,1,Intel HD 3000,64 KB (per core),256 KB (per core),3 MB (shared)
5.0,pybench,Milliseconds (Average),2129,11,Intel Core 2 Duo E8500,1,Intel Socket 775,Intel,45 nm,410 million,107 mm²,FC-LGA6,Desktop,End-of-life,"Jan 1st, 2008",,SLAPK SLB9K,3.166 GHz,,333 MHz,9.5x,No,65 W,Wolfdale,Core 2 Duo  (Wolfdale),"DDR1, DDR2, DDR3",,Dual-channel,,No,Gen 2,2,2,1,On certain motherboards (Chipset feature),64 KB (per core),6 MB (shared),
7.0,pybench,Milliseconds (Average),2141,283,Intel Core i5-2520M,1,Intel BGA 1023,Intel,32 nm,624 million,149 mm²,rPGA,Mobile,End-of-life,"Feb 1st, 2011",,SR04A,2.5 GHz,,100 MHz,25.0x,No,35 W,Sandy Bridge,Core i5  (Sandy Bridge),DDR3,,Dual-channel,,No,,2,4,1,Intel HD 3000,64 KB (per core),256 KB (per core),3 MB (shared)
4.0,pybench,Milliseconds (Average),2149,4,Intel Core i7-3630QM,1,Intel Socket G2 (988B),Intel,22 nm,"1,480 million",160 mm²,FC-PGA12F,Mobile,End-of-life,"Sep 30th, 2012",$378,SR0UX,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,45 W,Ivy Bridge,Core i7  (Ivy Bridge),DDR3,1600 MT/s,Dual-channel,25.6 GB/s,No,"Gen 3, 16 Lanes (CPU only)",4,8,1,Intel HD 4000,64 KB (per core),256 KB (per core),6 MB (shared)
12.0,pybench,Milliseconds (Average),2211,5,Intel Core i7 920,1,Intel Socket 1366,Intel,45 nm,731 million,263 mm²,FC-LGA8,Desktop,End-of-life,"Nov 17th, 2008",,SLBCH SLBEJ,2.666 GHz,up to 2.933 GHz,133 MHz,20.0x,No,130 W,Bloomfield,Core i7  (Bloomfield),DDR3,,Triple-channel,,No,Gen 2,4.0,8.0,1.0,,64 KB (per core),256 KB (per core),8 MB (shared)
8.0,pybench,Milliseconds (Average),2293,236,AMD FX-8350 Eight-Core,1,AMD Socket AM3+,GlobalFoundries,32 nm,"1,200 million",315 mm²,µPGA,Desktop,End-of-life,"Oct 23rd, 2012",$199,FD8350FRW8KHK FD8350FRHKBOX,4 GHz,up to 4.2 GHz,200 MHz,20.0x,Yes,125 W,Vishera,FX  (Vishera),DDR3,1866 MT/s,Dual-channel,29.9 GB/s,No,Gen 2,8,8,1,On certain motherboards (Chipset feature),384 KB,8 MB,8 MB (shared)
5.0,pybench,Milliseconds (Average),2402,183,Intel Core m3-6Y30,1,Intel BGA 1515,Intel,14 nm,,,FC-BGA1515,Mobile,End-of-life,"Sep 1st, 2015",$281,SR2EN,900 MHz,up to 2.2 GHz,100 MHz,9.0x,No,5 W,Skylake-Y,Core m3  (Skylake-Y),DDR3,1866 MT/s,Dual-channel,29.9 GB/s,No,"Gen 3, 10 Lanes (CPU only)",2,4,1,Intel HD 515,64 KB (per core),256 KB (per core),4 MB (shared)
21.0,pybench,Milliseconds (Average),2600,63,Intel Xeon E5-2609 v4,1,Intel Socket 2011,Intel,32 nm,"1,270 million",294 mm²,FC-LGA10,Server/Workstation,unknown,"Mar 6th, 2012",,SR0LA,2.4 GHz,,100 MHz,24.0x,No,80 W,Sandy Bridge-EP,Xeon E5  (Sandy Bridge-EP),DDR3,,Quad-channel,,Yes,Gen 3,4.0,4.0,2.0,,64 KB (per core),256 KB (per core),10 MB (shared)
5.0,pybench,Milliseconds (Average),2605,214,Intel Core 2 Duo T7700,1,Intel Socket P,Intel,65 nm,293 million,143 mm²,FC-PGA,Mobile,End-of-life,"May 27th, 2007",,SLA43 SLAF7,2.4 GHz,,200 MHz,12.0x,No,35 W,Merom,Core 2 Duo  (Merom),unknown,,,,No,,2,2,1,On certain motherboards (Chipset feature),64 KB,4 MB,
7.0,pybench,Milliseconds (Average),2620,5,Intel Xeon E3-12xx v2,1,Intel BGA 1283,Intel,32 nm,"1,160 million",216 mm²,,Server/Workstation,unknown,"May 14th, 2012",,SR0NS,1000 MHz,,100 MHz,10.0x,No,25 W,Gladden,Xeon E3  (Gladden),DDR3,,,,Yes,,4,4,1,On certain motherboards (Chipset feature),64 KB (per core),256 KB (per core),6 MB (shared)
10.0,pybench,Milliseconds (Average),2620,335,Intel Core i3-3110M,1,Intel Socket G2 (988B),Intel,22 nm,,118 mm²,FC-PGA12F,Mobile,unknown,"Jun 1st, 2012",,SR0N1 SR0T4,2.4 GHz,,100 MHz,24.0x,No,35 W,Ivy Bridge,Core i3  (Ivy Bridge),unknown,,Dual-channel,,No,,2,4,1,Intel HD 4000,64 KB (per core),256 KB (per core),3 MB (shared)
6.0,pybench,Milliseconds (Average),3497,426,Intel Celeron N3350,1,Intel BGA 1023,Intel,32 nm,504 million,131 mm²,rPGA,Mobile,End-of-life,"Jul 1st, 2011",,SR0NX,1300 MHz,,100 MHz,13.0x,No,17 W,Sandy Bridge,Celeron  (Sandy Bridge),DDR3,,Dual-channel,,No,,1,1,1,Intel HD (Sandy Bridge),64 KB (per core),256 KB (per core),1.5 MB (shared)
9.0,pybench,Milliseconds (Average),3534,11,Intel Core 2 Duo T7100,1,Intel Socket P,Intel,65 nm,293 million,111 mm²,FC-PGA,Mobile,End-of-life,"May 27th, 2007",,SLA4A,1800 MHz,,200 MHz,9.0x,No,35 W,Merom,Core 2 Duo  (Merom),unknown,,,,No,,2,2,1,On certain motherboards (Chipset feature),64 KB,2 MB,
14.0,pybench,Milliseconds (Average),3918,355,Intel Celeron J3455,1,Intel BGA 1023,Intel,32 nm,504 million,131 mm²,rPGA,Mobile,End-of-life,"Jul 1st, 2011",,SR0NX,1300 MHz,,100 MHz,13.0x,No,17 W,Sandy Bridge,Celeron  (Sandy Bridge),DDR3,,Dual-channel,,No,,1,1,1,Intel HD (Sandy Bridge),64 KB (per core),256 KB (per core),1.5 MB (shared)
19.0,pybench,Milliseconds (Average),3995,483,Intel Core 2 Duo P7350,1,Intel Socket 775,Intel,45 nm,420 million,107 mm²,FC-LGA6,Desktop,End-of-life,"Aug 10th, 2008",,SLAPB,2.667 GHz,,266 MHz,10.0x,No,65 W,Wolfdale,Core 2 Duo  (Wolfdale),"DDR1, DDR2, DDR3",,Dual-channel,,No,Gen 2,2,2,1,On certain motherboards (Chipset feature),64 KB (per core),3 MB (shared),
5.0,pybench,Milliseconds (Average),4798,140,Intel Celeron N2830,1,Intel BGA 1170,Intel,22 nm,,,FC-BGA1170,Mobile,Active,"Feb 23rd, 2014",,unknown,2.16 GHz,up to 2.41 GHz,unknown,unknown,No,7 W,Bay Trail-M,Celeron  (Bay Trail),DDR3,,,,No,,2,2,1,HD Graphics,56 KB (per core),512 KB (per core),
4.0,pybench,Milliseconds (Average),4953,40,AMD A6-3410MX APU,1,AMD Socket FS1,,32 nm,"1,178 million",228 mm²,µPGA,Mobile,End-of-life,"Jun 14th, 2011",,AM3410HLX43GX,1600 MHz,up to 2.3 GHz,100 MHz,16.0x,No,45 W,Llano,A6  (Llano),DDR3,,Dual-channel,,No,,4,4,1,Radeon HD 6520G,128 KB (per core),1 MB (per core),
4.0,pybench,Milliseconds (Average),6931,302,Intel Core i5 460M,1,Intel Socket G1,Intel,32 nm,382 million,81 mm²,rPGA,Mobile,End-of-life,"Sep 26th, 2010",,unknown,2.534 GHz,up to 2.8 GHz,133 MHz,19.0x,No,35 W,Arrandale,Core i5  (Arrandale),DDR3,,,,No,Gen 2,2,4,1,On certain motherboards (Chipset feature),64 KB (per core),256 KB (per core),3 MB (shared)
10.0,specfem3d,Seconds (Average),8,8,AMD EPYC 9755,2,AMD Socket SP5,TSMC,4 nm,"133,040 million",16x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$12984,100-000001443,2.7 GHz,up to 4.1 GHz,100 MHz,27.0x,No,500 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",128.0,256.0,2.0,,80 KB (per core),1 MB (per core),512 MB (shared)
10.0,specfem3d,Seconds (Average),9,1,Intel Xeon 6980P,2,Intel Socket 7529,Intel,5 nm,,3x 598 mm²,FC-LGA18N,Server/Workstation,Active,"Sep 24th, 2024",$12460,SRPL2 Q5SM,2000 MHz,up to 3.9 GHz,100 MHz,20.0x,No,500 W,Granite Rapids,Xeon 6  (Granite Rapids-AP),DDR5,6400 MT/s,Twelve-channel,614.4 GB/s,Yes,"Gen 5, 96 Lanes (CPU only)",128.0,256.0,2.0,,112 KB (per core),2 MB (per core),504 MB (shared)
7.0,specfem3d,Seconds (Average),14,14,INTEL XEON PLATINUM 8592+,2,Intel Socket 4677,Intel,10 nm,,2x 763 mm²,FC-LGA16A,Server/Workstation,Active,"Dec 14th, 2023",$11600,SRN55,1900 MHz,up to 3.9 GHz,100 MHz,19.0x,No,350 W,Emerald Rapids,Xeon Platinum  (Emerald Rapids-SP),DDR5,5600 MT/s,Eight-channel,358.4 GB/s,Yes,"Gen 5, 80 Lanes (CPU only)",64.0,128.0,2.0,,80 KB (per core),2 MB (per core),320 MB (shared)
16.0,specfem3d,Seconds (Average),15,15,AMD EPYC 9655P,1,AMD Socket SP5,TSMC,4 nm,"99,780 million",12x 70.6 mm²,FC-LGA6096,Server/Workstation,Active,"Oct 10th, 2024",$10811,100-000001522,2.6 GHz,up to 4.5 GHz,100 MHz,26.0x,No,400 W,Turin,EPYC  (Zen 5 (Turin)),DDR5,6000 MT/s,Twelve-channel,576.0 GB/s,Yes,"Gen 5, 128 Lanes (CPU only)",96.0,192.0,1.0,,80 KB (per core),1 MB (per core),384 MB (shared)
